actual_player,predicted_player,top_3_predictions,top_3_correct,top_5_predictions,top_5_correct,top_7_predictions,top_7_correct,top_10_predictions,top_10_correct
Serge Ibaka,Thabo Sefolosha,"['Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True,"['James Harden', 'Nick Collison', 'Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True,"['Jeff Green', 'Kevin Durant', 'James Harden', 'Nick Collison', 'Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True,"['Reggie Jackson', 'Steven Adams', 'Daequan Cook', 'Jeff Green', 'Kevin Durant', 'James Harden', 'Nick Collison', 'Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True
Nene Hilario,Nene Hilario,"['Ty Lawson', 'J.R. Smith', 'Nene Hilario']",True,"['Chris Andersen', 'Kenyon Martin', 'Ty Lawson', 'J.R. Smith', 'Nene Hilario']",True,"['Carmelo Anthony', 'Linas Kleiza', 'Chris Andersen', 'Kenyon Martin', 'Ty Lawson', 'J.R. Smith', 'Nene Hilario']",True,"['Kenneth Faried', 'Arron Afflalo', 'Al Harrington', 'Carmelo Anthony', 'Linas Kleiza', 'Chris Andersen', 'Kenyon Martin', 'Ty Lawson', 'J.R. Smith', 'Nene Hilario']",True
Chris Wilcox,Chris Wilcox,"['Ben Gordon', 'Austin Daye', 'Chris Wilcox']",True,"['Greg Monroe', 'Ben Wallace', 'Ben Gordon', 'Austin Daye', 'Chris Wilcox']",True,"['Antonio McDyess', 'Tayshaun Prince', 'Greg Monroe', 'Ben Wallace', 'Ben Gordon', 'Austin Daye', 'Chris Wilcox']",True,"['Andre Drummond', 'Charlie Villanueva', 'Rodney Stuckey', 'Antonio McDyess', 'Tayshaun Prince', 'Greg Monroe', 'Ben Wallace', 'Ben Gordon', 'Austin Daye', 'Chris Wilcox']",True
Zaza Pachulia,Zaza Pachulia,"['Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True,"['Vince Carter', 'Wilson Chandler', 'Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True,"['Thaddeus Young', 'Tyson Chandler', 'Vince Carter', 'Wilson Chandler', 'Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True,"['Willie Green', 'Joe Johnson', 'Josh Smith', 'Thaddeus Young', 'Tyson Chandler', 'Vince Carter', 'Wilson Chandler', 'Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True
Toney Douglas,Toney Douglas,"['Landry Fields', 'Raymond Felton', 'Toney Douglas']",True,"['Wilson Chandler', 'Nate Robinson', 'Landry Fields', 'Raymond Felton', 'Toney Douglas']",True,"['Jared Jeffries', 'David Lee', 'Wilson Chandler', 'Nate Robinson', 'Landry Fields', 'Raymond Felton', 'Toney Douglas']",True,"['J.R. Smith', 'Jamal Crawford', 'Carmelo Anthony', 'Jared Jeffries', 'David Lee', 'Wilson Chandler', 'Nate Robinson', 'Landry Fields', 'Raymond Felton', 'Toney Douglas']",True
Ian Mahinmi,Dirk Nowitzki,"['J.J. Barea', 'Jason Kidd', 'Dirk Nowitzki']",False,"['Jason Terry', 'Ian Mahinmi', 'J.J. Barea', 'Jason Kidd', 'Dirk Nowitzki']",True,"['Devin Harris', 'Erick Dampier', 'Jason Terry', 'Ian Mahinmi', 'J.J. Barea', 'Jason Kidd', 'Dirk Nowitzki']",True,"['Brian Cardinal', 'Caron Butler', 'Shawn Marion', 'Devin Harris', 'Erick Dampier', 'Jason Terry', 'Ian Mahinmi', 'J.J. Barea', 'Jason Kidd', 'Dirk Nowitzki']",True
Danny Granger,Danny Granger,"['Brandon Rush', 'Darren Collison', 'Danny Granger']",True,"['Mike Dunleavy', 'Dahntay Jones', 'Brandon Rush', 'Darren Collison', 'Danny Granger']",True,"['Roy Hibbert', 'Jeff Foster', 'Mike Dunleavy', 'Dahntay Jones', 'Brandon Rush', 'Darren Collison', 'Danny Granger']",True,"['Paul George', 'David West', 'Josh McRoberts', 'Roy Hibbert', 'Jeff Foster', 'Mike Dunleavy', 'Dahntay Jones', 'Brandon Rush', 'Darren Collison', 'Danny Granger']",True
JaVale McGee,Andray Blatche,"['Antawn Jamison', 'Al Thornton', 'Andray Blatche']",False,"['JaVale McGee', 'John Wall', 'Antawn Jamison', 'Al Thornton', 'Andray Blatche']",True,"['Cartier Martin', 'Bradley Beal', 'JaVale McGee', 'John Wall', 'Antawn Jamison', 'Al Thornton', 'Andray Blatche']",True,"['Antonio Daniels', 'Caron Butler', 'Kevin Seraphin', 'Cartier Martin', 'Bradley Beal', 'JaVale McGee', 'John Wall', 'Antawn Jamison', 'Al Thornton', 'Andray Blatche']",True
Kenyon Martin,J.R. Smith,"['Kenyon Martin', 'Nene Hilario', 'J.R. Smith']",True,"['Carmelo Anthony', 'Ty Lawson', 'Kenyon Martin', 'Nene Hilario', 'J.R. Smith']",True,"['Marcus Camby', 'Linas Kleiza', 'Carmelo Anthony', 'Ty Lawson', 'Kenyon Martin', 'Nene Hilario', 'J.R. Smith']",True,"['Chauncey Billups', 'Arron Afflalo', 'Chris Andersen', 'Marcus Camby', 'Linas Kleiza', 'Carmelo Anthony', 'Ty Lawson', 'Kenyon Martin', 'Nene Hilario', 'J.R. Smith']",True
Andre Miller,Andre Miller,"['Damian Lillard', 'Brandon Roy', 'Andre Miller']",True,"['Dante Cunningham', 'LaMarcus Aldridge', 'Damian Lillard', 'Brandon Roy', 'Andre Miller']",True,"['CJ McCollum', 'Nicolas Batum', 'Dante Cunningham', 'LaMarcus Aldridge', 'Damian Lillard', 'Brandon Roy', 'Andre Miller']",True,"['Gerald Wallace', 'Joel Przybilla', 'Rudy Fernandez', 'CJ McCollum', 'Nicolas Batum', 'Dante Cunningham', 'LaMarcus Aldridge', 'Damian Lillard', 'Brandon Roy', 'Andre Miller']",True
Jamal Crawford,Joe Johnson,"['Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True,"['Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True,"['Deron Williams', 'Marvin Williams', 'Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True,"['David West', 'J.R. Smith', 'Chris Paul', 'Deron Williams', 'Marvin Williams', 'Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True
Jason Kidd,Jason Terry,"['Shawn Marion', 'Jason Kidd', 'Jason Terry']",True,"['J.J. Barea', 'Dirk Nowitzki', 'Shawn Marion', 'Jason Kidd', 'Jason Terry']",True,"['Jerry Stackhouse', 'Monta Ellis', 'J.J. Barea', 'Dirk Nowitzki', 'Shawn Marion', 'Jason Kidd', 'Jason Terry']",True,"['Tyson Chandler', 'O.J. Mayo', 'Erick Dampier', 'Jerry Stackhouse', 'Monta Ellis', 'J.J. Barea', 'Dirk Nowitzki', 'Shawn Marion', 'Jason Kidd', 'Jason Terry']",True
Darrell Arthur,Marc Gasol,"['Hasheem Thabeet', 'Darrell Arthur', 'Marc Gasol']",True,"['Rudy Gay', 'Mike Conley', 'Hasheem Thabeet', 'Darrell Arthur', 'Marc Gasol']",True,"['Zach Randolph', 'Greivis Vasquez', 'Rudy Gay', 'Mike Conley', 'Hasheem Thabeet', 'Darrell Arthur', 'Marc Gasol']",True,"['Tony Allen', 'Chucky Atkins', 'O.J. Mayo', 'Zach Randolph', 'Greivis Vasquez', 'Rudy Gay', 'Mike Conley', 'Hasheem Thabeet', 'Darrell Arthur', 'Marc Gasol']",True
Andrei Kirilenko,Al Jefferson,"['Derrick Favors', 'Andrei Kirilenko', 'Al Jefferson']",True,"['C.J. Miles', 'Alec Burks', 'Derrick Favors', 'Andrei Kirilenko', 'Al Jefferson']",True,"['Deron Williams', 'Paul Millsap', 'C.J. Miles', 'Alec Burks', 'Derrick Favors', 'Andrei Kirilenko', 'Al Jefferson']",True,"['Earl Watson', 'Carlos Boozer', 'Jeremy Evans', 'Deron Williams', 'Paul Millsap', 'C.J. Miles', 'Alec Burks', 'Derrick Favors', 'Andrei Kirilenko', 'Al Jefferson']",True
Antawn Jamison,Daniel Gibson,"['Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True,"['Kyrie Irving', 'LeBron James', 'Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True,"['J.J. Hickson', 'Christian Eyenga', 'Kyrie Irving', 'LeBron James', 'Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True,"['Delonte West', 'Mo Williams', 'Anderson Varejao', 'J.J. Hickson', 'Christian Eyenga', 'Kyrie Irving', 'LeBron James', 'Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True
Antonio McDyess,Antonio McDyess,"['Bruce Bowen', 'DeJuan Blair', 'Antonio McDyess']",True,"['Brent Barry', 'George Hill', 'Bruce Bowen', 'DeJuan Blair', 'Antonio McDyess']",True,"['Gary Neal', 'Manu Ginobili', 'Brent Barry', 'George Hill', 'Bruce Bowen', 'DeJuan Blair', 'Antonio McDyess']",True,"['Richard Jefferson', 'Boris Diaw', 'Tim Duncan', 'Gary Neal', 'Manu Ginobili', 'Brent Barry', 'George Hill', 'Bruce Bowen', 'DeJuan Blair', 'Antonio McDyess']",True
Aaron Brooks,Aaron Brooks,"['Brad Miller', 'Chuck Hayes', 'Aaron Brooks']",True,"['Courtney Lee', 'Chandler Parsons', 'Brad Miller', 'Chuck Hayes', 'Aaron Brooks']",True,"['Chase Budinger', 'Luis Scola', 'Courtney Lee', 'Chandler Parsons', 'Brad Miller', 'Chuck Hayes', 'Aaron Brooks']",True,"['Carl Landry', 'Kyle Lowry', 'Shane Battier', 'Chase Budinger', 'Luis Scola', 'Courtney Lee', 'Chandler Parsons', 'Brad Miller', 'Chuck Hayes', 'Aaron Brooks']",True
Russell Westbrook,Russell Westbrook,"['Serge Ibaka', 'Nick Collison', 'Russell Westbrook']",True,"['Reggie Jackson', 'Kevin Durant', 'Serge Ibaka', 'Nick Collison', 'Russell Westbrook']",True,"['James Harden', 'Nenad Krstic', 'Reggie Jackson', 'Kevin Durant', 'Serge Ibaka', 'Nick Collison', 'Russell Westbrook']",True,"['Daequan Cook', 'Thabo Sefolosha', 'Jeff Green', 'James Harden', 'Nenad Krstic', 'Reggie Jackson', 'Kevin Durant', 'Serge Ibaka', 'Nick Collison', 'Russell Westbrook']",True
Kevin Martin,Kevin Martin,"['Shane Battier', 'Chuck Hayes', 'Kevin Martin']",True,"['Kyle Lowry', 'Luis Scola', 'Shane Battier', 'Chuck Hayes', 'Kevin Martin']",True,"['Chase Budinger', 'Rafer Alston', 'Kyle Lowry', 'Luis Scola', 'Shane Battier', 'Chuck Hayes', 'Kevin Martin']",True,"['Luther Head', 'James Harden', 'Courtney Lee', 'Chase Budinger', 'Rafer Alston', 'Kyle Lowry', 'Luis Scola', 'Shane Battier', 'Chuck Hayes', 'Kevin Martin']",True
Derek Fisher,Derek Fisher,"['Kobe Bryant', 'Andrew Bynum', 'Derek Fisher']",True,"['Pau Gasol', 'Lamar Odom', 'Kobe Bryant', 'Andrew Bynum', 'Derek Fisher']",True,"['Metta World Peace', 'Jordan Farmar', 'Pau Gasol', 'Lamar Odom', 'Kobe Bryant', 'Andrew Bynum', 'Derek Fisher']",True,"['Dwight Howard', 'Carlos Boozer', 'Jodie Meeks', 'Metta World Peace', 'Jordan Farmar', 'Pau Gasol', 'Lamar Odom', 'Kobe Bryant', 'Andrew Bynum', 'Derek Fisher']",True
Andrei Kirilenko,Al Jefferson,"['C.J. Miles', 'Andrei Kirilenko', 'Al Jefferson']",True,"['Alec Burks', 'Deron Williams', 'C.J. Miles', 'Andrei Kirilenko', 'Al Jefferson']",True,"['Derrick Favors', 'Paul Millsap', 'Alec Burks', 'Deron Williams', 'C.J. Miles', 'Andrei Kirilenko', 'Al Jefferson']",True,"['Gordon Hayward', 'Earl Watson', 'Carlos Boozer', 'Derrick Favors', 'Paul Millsap', 'Alec Burks', 'Deron Williams', 'C.J. Miles', 'Andrei Kirilenko', 'Al Jefferson']",True
Josh McRoberts,Jeff Foster,"['Danny Granger', 'Josh McRoberts', 'Jeff Foster']",True,"['Darren Collison', 'Mike Dunleavy', 'Danny Granger', 'Josh McRoberts', 'Jeff Foster']",True,"['Roy Hibbert', 'Paul George', 'Darren Collison', 'Mike Dunleavy', 'Danny Granger', 'Josh McRoberts', 'Jeff Foster']",True,"['Tyler Hansbrough', 'Brandon Rush', 'James Posey', 'Roy Hibbert', 'Paul George', 'Darren Collison', 'Mike Dunleavy', 'Danny Granger', 'Josh McRoberts', 'Jeff Foster']",True
Daniel Gibson,Daniel Gibson,"['Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True,"['Kyrie Irving', 'J.J. Hickson', 'Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True,"['Jamario Moon', 'LeBron James', 'Kyrie Irving', 'J.J. Hickson', 'Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True,"['Alonzo Gee', 'Ramon Sessions', 'Anderson Varejao', 'Jamario Moon', 'LeBron James', 'Kyrie Irving', 'J.J. Hickson', 'Antawn Jamison', 'Anthony Parker', 'Daniel Gibson']",True
Manny Harris,Ramon Sessions,"['Daniel Gibson', 'J.J. Hickson', 'Ramon Sessions']",False,"['Manny Harris', 'Antawn Jamison', 'Daniel Gibson', 'J.J. Hickson', 'Ramon Sessions']",True,"['Anthony Parker', 'LeBron James', 'Manny Harris', 'Antawn Jamison', 'Daniel Gibson', 'J.J. Hickson', 'Ramon Sessions']",True,"['Kyrie Irving', 'Mo Williams', 'Jamario Moon', 'Anthony Parker', 'LeBron James', 'Manny Harris', 'Antawn Jamison', 'Daniel Gibson', 'J.J. Hickson', 'Ramon Sessions']",True
Eddie House,Chris Bosh,"['Dwyane Wade', 'Carlos Arroyo', 'Chris Bosh']",False,"['Chris Andersen', 'Eddie House', 'Dwyane Wade', 'Carlos Arroyo', 'Chris Bosh']",True,"['Joel Anthony', 'LeBron James', 'Chris Andersen', 'Eddie House', 'Dwyane Wade', 'Carlos Arroyo', 'Chris Bosh']",True,"['Udonis Haslem', 'Mario Chalmers', 'James Jones', 'Joel Anthony', 'LeBron James', 'Chris Andersen', 'Eddie House', 'Dwyane Wade', 'Carlos Arroyo', 'Chris Bosh']",True
Darko Milicic,Kevin Love,"['Luke Ridnour', 'Corey Brewer', 'Kevin Love']",False,"['Jonny Flynn', 'Darko Milicic', 'Luke Ridnour', 'Corey Brewer', 'Kevin Love']",True,"['Joe Johnson', 'Dante Cunningham', 'Jonny Flynn', 'Darko Milicic', 'Luke Ridnour', 'Corey Brewer', 'Kevin Love']",True,"['Michael Beasley', 'Josh Smith', 'Nikola Pekovic', 'Joe Johnson', 'Dante Cunningham', 'Jonny Flynn', 'Darko Milicic', 'Luke Ridnour', 'Corey Brewer', 'Kevin Love']",True
Sonny Weems,Sonny Weems,"['Linas Kleiza', 'Jose Calderon', 'Sonny Weems']",True,"['DeMar DeRozan', 'Leandro Barbosa', 'Linas Kleiza', 'Jose Calderon', 'Sonny Weems']",True,"['Andrea Bargnani', 'Reggie Evans', 'DeMar DeRozan', 'Leandro Barbosa', 'Linas Kleiza', 'Jose Calderon', 'Sonny Weems']",True,"['Chris Bosh', 'Terrence Ross', 'Amir Johnson', 'Andrea Bargnani', 'Reggie Evans', 'DeMar DeRozan', 'Leandro Barbosa', 'Linas Kleiza', 'Jose Calderon', 'Sonny Weems']",True
Mike Conley,Mike Conley,"['Rudy Gay', 'Marc Gasol', 'Mike Conley']",True,"['Zach Randolph', 'O.J. Mayo', 'Rudy Gay', 'Marc Gasol', 'Mike Conley']",True,"['Marreese Speights', 'Greivis Vasquez', 'Zach Randolph', 'O.J. Mayo', 'Rudy Gay', 'Marc Gasol', 'Mike Conley']",True,"['Jason Williams', 'Sam Young', 'Kosta Koufos', 'Marreese Speights', 'Greivis Vasquez', 'Zach Randolph', 'O.J. Mayo', 'Rudy Gay', 'Marc Gasol', 'Mike Conley']",True
Tony Allen,O.J. Mayo,"['Tony Allen', 'Rudy Gay', 'O.J. Mayo']",True,"['Mike Conley', 'Sam Young', 'Tony Allen', 'Rudy Gay', 'O.J. Mayo']",True,"['Marc Gasol', 'Xavier Henry', 'Mike Conley', 'Sam Young', 'Tony Allen', 'Rudy Gay', 'O.J. Mayo']",True,"['Tayshaun Prince', 'Mike Miller', 'Zach Randolph', 'Marc Gasol', 'Xavier Henry', 'Mike Conley', 'Sam Young', 'Tony Allen', 'Rudy Gay', 'O.J. Mayo']",True
Jeff Green,James Harden,"['Kevin Durant', 'Jeff Green', 'James Harden']",True,"['Kendrick Perkins', 'Russell Westbrook', 'Kevin Durant', 'Jeff Green', 'James Harden']",True,"['Eric Maynor', 'Daequan Cook', 'Kendrick Perkins', 'Russell Westbrook', 'Kevin Durant', 'Jeff Green', 'James Harden']",True,"['Andre Roberson', 'Anthony Morrow', 'Nick Collison', 'Eric Maynor', 'Daequan Cook', 'Kendrick Perkins', 'Russell Westbrook', 'Kevin Durant', 'Jeff Green', 'James Harden']",True
Corey Maggette,Carlos Delfino,"['John Salmons', 'Ersan Ilyasova', 'Carlos Delfino']",False,"['Corey Maggette', 'Andrew Bogut', 'John Salmons', 'Ersan Ilyasova', 'Carlos Delfino']",True,"['Brandon Jennings', 'Luc Mbah a Moute', 'Corey Maggette', 'Andrew Bogut', 'John Salmons', 'Ersan Ilyasova', 'Carlos Delfino']",True,"['Jon Brockman', 'Charlie Bell', 'Earl Boykins', 'Brandon Jennings', 'Luc Mbah a Moute', 'Corey Maggette', 'Andrew Bogut', 'John Salmons', 'Ersan Ilyasova', 'Carlos Delfino']",True
Richard Jefferson,Richard Jefferson,"['Matt Bonner', 'Manu Ginobili', 'Richard Jefferson']",True,"['George Hill', 'Tim Duncan', 'Matt Bonner', 'Manu Ginobili', 'Richard Jefferson']",True,"['Gary Neal', 'Michael Finley', 'George Hill', 'Tim Duncan', 'Matt Bonner', 'Manu Ginobili', 'Richard Jefferson']",True,"['Kawhi Leonard', 'Tony Parker', 'DeJuan Blair', 'Gary Neal', 'Michael Finley', 'George Hill', 'Tim Duncan', 'Matt Bonner', 'Manu Ginobili', 'Richard Jefferson']",True
Al Harrington,Arron Afflalo,"['Carmelo Anthony', 'Al Harrington', 'Arron Afflalo']",True,"['J.R. Smith', 'Allen Iverson', 'Carmelo Anthony', 'Al Harrington', 'Arron Afflalo']",True,"['Andre Miller', 'Anthony Carter', 'J.R. Smith', 'Allen Iverson', 'Carmelo Anthony', 'Al Harrington', 'Arron Afflalo']",True,"['Danilo Gallinari', 'Nene Hilario', 'Ty Lawson', 'Andre Miller', 'Anthony Carter', 'J.R. Smith', 'Allen Iverson', 'Carmelo Anthony', 'Al Harrington', 'Arron Afflalo']",True
Will Bynum,Tayshaun Prince,"['Rodney Stuckey', 'Will Bynum', 'Tayshaun Prince']",True,"['Greg Monroe', 'Tracy McGrady', 'Rodney Stuckey', 'Will Bynum', 'Tayshaun Prince']",True,"['Kyle Singler', 'Richard Hamilton', 'Greg Monroe', 'Tracy McGrady', 'Rodney Stuckey', 'Will Bynum', 'Tayshaun Prince']",True,"['Ronald Murray', 'Ben Gordon', 'Jason Maxiell', 'Kyle Singler', 'Richard Hamilton', 'Greg Monroe', 'Tracy McGrady', 'Rodney Stuckey', 'Will Bynum', 'Tayshaun Prince']",True
Richard Jefferson,Manu Ginobili,"['Richard Jefferson', 'Matt Bonner', 'Manu Ginobili']",True,"['Gary Neal', 'George Hill', 'Richard Jefferson', 'Matt Bonner', 'Manu Ginobili']",True,"['James Anderson', 'Michael Finley', 'Gary Neal', 'George Hill', 'Richard Jefferson', 'Matt Bonner', 'Manu Ginobili']",True,"['Francisco Elson', 'Antonio McDyess', 'Tim Duncan', 'James Anderson', 'Michael Finley', 'Gary Neal', 'George Hill', 'Richard Jefferson', 'Matt Bonner', 'Manu Ginobili']",True
Chase Budinger,Aaron Brooks,"['Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",False,"['Luis Scola', 'Chase Budinger', 'Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",True,"['Shane Battier', 'James Harden', 'Luis Scola', 'Chase Budinger', 'Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",True,"['Kyle Lowry', 'Carl Landry', 'Dwight Howard', 'Shane Battier', 'James Harden', 'Luis Scola', 'Chase Budinger', 'Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",True
Eric Maynor,Eric Maynor,"['Kevin Durant', 'James Harden', 'Eric Maynor']",True,"['Daequan Cook', 'Jeff Green', 'Kevin Durant', 'James Harden', 'Eric Maynor']",True,"['Russell Westbrook', 'Nick Collison', 'Daequan Cook', 'Jeff Green', 'Kevin Durant', 'James Harden', 'Eric Maynor']",True,"['Kendrick Perkins', 'Serge Ibaka', 'Anthony Morrow', 'Russell Westbrook', 'Nick Collison', 'Daequan Cook', 'Jeff Green', 'Kevin Durant', 'James Harden', 'Eric Maynor']",True
Zaza Pachulia,Zaza Pachulia,"['Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True,"['Vince Carter', 'Wilson Chandler', 'Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True,"['Thaddeus Young', 'Tyson Chandler', 'Vince Carter', 'Wilson Chandler', 'Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True,"['Willie Green', 'Joe Johnson', 'Josh Smith', 'Thaddeus Young', 'Tyson Chandler', 'Vince Carter', 'Wilson Chandler', 'Tyreke Evans', 'Trevor Ariza', 'Zaza Pachulia']",True
Carmelo Anthony,Carmelo Anthony,"['J.R. Smith', 'Arron Afflalo', 'Carmelo Anthony']",True,"['Chris Andersen', 'Chauncey Billups', 'J.R. Smith', 'Arron Afflalo', 'Carmelo Anthony']",True,"['Nene Hilario', 'Ty Lawson', 'Chris Andersen', 'Chauncey Billups', 'J.R. Smith', 'Arron Afflalo', 'Carmelo Anthony']",True,"['Danilo Gallinari', 'Anthony Carter', 'Andre Miller', 'Nene Hilario', 'Ty Lawson', 'Chris Andersen', 'Chauncey Billups', 'J.R. Smith', 'Arron Afflalo', 'Carmelo Anthony']",True
Tony Allen,Zach Randolph,"['Marc Gasol', 'Tony Allen', 'Zach Randolph']",True,"['Mike Conley', 'Rudy Gay', 'Marc Gasol', 'Tony Allen', 'Zach Randolph']",True,"['Sam Young', 'O.J. Mayo', 'Mike Conley', 'Rudy Gay', 'Marc Gasol', 'Tony Allen', 'Zach Randolph']",True,"['Mike Miller', 'Shane Battier', 'Vince Carter', 'Sam Young', 'O.J. Mayo', 'Mike Conley', 'Rudy Gay', 'Marc Gasol', 'Tony Allen', 'Zach Randolph']",True
Serge Ibaka,Thabo Sefolosha,"['Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True,"['Kevin Durant', 'Nick Collison', 'Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True,"['Reggie Jackson', 'Steven Adams', 'Kevin Durant', 'Nick Collison', 'Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True,"['Nenad Krstic', 'Jeff Green', 'James Harden', 'Reggie Jackson', 'Steven Adams', 'Kevin Durant', 'Nick Collison', 'Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']",True
Thaddeus Young,Thaddeus Young,"['Willie Green', 'Spencer Hawes', 'Thaddeus Young']",True,"['Lavoy Allen', 'Lou Williams', 'Willie Green', 'Spencer Hawes', 'Thaddeus Young']",True,"['Elton Brand', 'Nikola Vucevic', 'Lavoy Allen', 'Lou Williams', 'Willie Green', 'Spencer Hawes', 'Thaddeus Young']",True,"['Andre Iguodala', 'Samuel Dalembert', 'Jrue Holiday', 'Elton Brand', 'Nikola Vucevic', 'Lavoy Allen', 'Lou Williams', 'Willie Green', 'Spencer Hawes', 'Thaddeus Young']",True
Amar'e Stoudemire,Amar'e Stoudemire,"['Iman Shumpert', 'Carmelo Anthony', ""Amar'e Stoudemire""]",True,"['J.R. Smith', 'Al Harrington', 'Iman Shumpert', 'Carmelo Anthony', ""Amar'e Stoudemire""]",True,"['Landry Fields', 'David Lee', 'J.R. Smith', 'Al Harrington', 'Iman Shumpert', 'Carmelo Anthony', ""Amar'e Stoudemire""]",True,"['Jared Jeffries', 'Chris Duhon', 'Tyson Chandler', 'Landry Fields', 'David Lee', 'J.R. Smith', 'Al Harrington', 'Iman Shumpert', 'Carmelo Anthony', ""Amar'e Stoudemire""]",True
Nolan Smith,Nicolas Batum,"['LaMarcus Aldridge', 'Raymond Felton', 'Nicolas Batum']",False,"['Steve Blake', 'Marcus Camby', 'LaMarcus Aldridge', 'Raymond Felton', 'Nicolas Batum']",False,"['Martell Webster', 'Jamal Crawford', 'Steve Blake', 'Marcus Camby', 'LaMarcus Aldridge', 'Raymond Felton', 'Nicolas Batum']",False,"['Sergio Rodriguez', 'Rudy Fernandez', 'Wesley Matthews', 'Martell Webster', 'Jamal Crawford', 'Steve Blake', 'Marcus Camby', 'LaMarcus Aldridge', 'Raymond Felton', 'Nicolas Batum']",False
Ramon Sessions,Steve Blake,"['Metta World Peace', 'Pau Gasol', 'Steve Blake']",False,"['Matt Barnes', 'Kobe Bryant', 'Metta World Peace', 'Pau Gasol', 'Steve Blake']",False,"['Lamar Odom', 'Sasha Vujacic', 'Matt Barnes', 'Kobe Bryant', 'Metta World Peace', 'Pau Gasol', 'Steve Blake']",False,"['Derek Fisher', 'Shannon Brown', 'Ramon Sessions', 'Lamar Odom', 'Sasha Vujacic', 'Matt Barnes', 'Kobe Bryant', 'Metta World Peace', 'Pau Gasol', 'Steve Blake']",True
Arron Afflalo,Andre Miller,"['Carmelo Anthony', 'Arron Afflalo', 'Andre Miller']",True,"['Nene Hilario', 'Danilo Gallinari', 'Carmelo Anthony', 'Arron Afflalo', 'Andre Miller']",True,"['Kenneth Faried', 'Chris Andersen', 'Nene Hilario', 'Danilo Gallinari', 'Carmelo Anthony', 'Arron Afflalo', 'Andre Miller']",True,"['Ty Lawson', 'J.R. Smith', 'Corey Brewer', 'Kenneth Faried', 'Chris Andersen', 'Nene Hilario', 'Danilo Gallinari', 'Carmelo Anthony', 'Arron Afflalo', 'Andre Miller']",True
Marcin Gortat,Marcin Gortat,"['Markieff Morris', 'Jared Dudley', 'Marcin Gortat']",True,"['Robin Lopez', 'Shannon Brown', 'Markieff Morris', 'Jared Dudley', 'Marcin Gortat']",True,"['Leandro Barbosa', 'Grant Hill', 'Robin Lopez', 'Shannon Brown', 'Markieff Morris', 'Jared Dudley', 'Marcin Gortat']",True,"['Marcus Morris', 'Sebastian Telfair', 'Steve Nash', 'Leandro Barbosa', 'Grant Hill', 'Robin Lopez', 'Shannon Brown', 'Markieff Morris', 'Jared Dudley', 'Marcin Gortat']",True
Jared Dudley,Jared Dudley,"['Marcin Gortat', 'Markieff Morris', 'Jared Dudley']",True,"['Grant Hill', 'Robin Lopez', 'Marcin Gortat', 'Markieff Morris', 'Jared Dudley']",True,"['Michael Redd', 'Leandro Barbosa', 'Grant Hill', 'Robin Lopez', 'Marcin Gortat', 'Markieff Morris', 'Jared Dudley']",True,"['Steve Nash', 'Hakim Warrick', 'Goran Dragic', 'Michael Redd', 'Leandro Barbosa', 'Grant Hill', 'Robin Lopez', 'Marcin Gortat', 'Markieff Morris', 'Jared Dudley']",True
